site_name,site_address,site_city,site_state,site_zip_code,latitude,longitude,animal_type,total_no_of_animals,total_no_of_animal_units,name
paul d. chesnik/elysian fields,7903 new hope rd,willards,md,21874,38.4075195213987,-75.3273219498125,chicken,46600,NA,paul d chesnikelysian fields
paul towers sr./p&j farm,26846 baker rd,denton,md,21629,38.9096106,-75.7732736,chicken,138400,NA,paul towers srpj farm
payne poultry farm,county rd 83,ozark,al,36360,31.47619,-85.46624,chicken,NA,NA,payne poultry farm
paysinger poultry farm,24556 holt road,elkmont,al,35620,34.913814,-86.892295,chicken,NA,NA,paysinger poultry farm
payton farms,8612 county road 51,collinsville,al,35961,34.328649,-85.84227,chicken,NA,NA,payton farms
"pea river poultry, llc",1905 county road 4413,banks,al,36005,31.7625,-85.693611,chicken,NA,NA,pea river poultry llc
peardon farm,1361 county road 324,flat rock,al,35966,34.79852,-85.658167,chicken,NA,NA,peardon farm
pearson farms,2025 benevola road,gordo,al,35466,33.13004,-87.94349,chicken,NA,NA,pearson farms
"peniel farm, llc",34288 wango rd,parsonsburg,md,21849,38.3189983,-75.4228987,chicken,87000,NA,peniel farm llc
penney farms,3235 mt. hebron road,boaz,al,35957,34.14316,-86.286168,chicken,NA,NA,penney farms
pennington farm,2106 highway 26,spruce pine,al,35585,34.387473,-87.79496,chicken,NA,NA,pennington farm
"pervaiz akhtar/chaudhry farm, llc (expansion)",6968 powellville rd,willards,md,21874,38.3803844,-75.3595848,chicken,213000,NA,pervaiz akhtarchaudhry farm llc expansion
peter and joseph farm,12308 palmetto church rd,princess anne,md,21853,38.2177461,-75.6553816,chicken,240000,NA,peter and joseph farm
petty farms,538 posey road,lapine,al,36046,31.92375,-86.38695,chicken,NA,NA,petty farms
peyer poultry farms,12918 hwy 105,skipperville,al,36353,31.600778,-85.435162,chicken,NA,NA,peyer poultry farms
"pg farms, inc./dan parsons (new construction)",4580 snow hill rd,salisbury,md,21804,38.316528,-75.5457431,chicken,216000,NA,pg farms incdan parsons new construction
phat farm & kim farm,county road 42 and county road 85,opp,al,NA,31.320278,-86.328333,chicken,NA,NA,phat farm  kim farm
phil nyugen,201 benton road,south west city,mo,64863,36.504450336,-94.548038321,chicken,360000,2880,phil nyugen
"philco farms, inc.",co. rd. 73,headland,al,36345,31.398333,-85.418889,chicken,NA,NA,philco farms inc
philip cardwell,intersection of cr 151 and cr 152,new brockton,al,NA,31.469722,-85.848889,chicken,NA,NA,philip cardwell
phillip ashley farm,county road 332,fort payne,al,35967,34.3427,-85.6842,chicken,NA,NA,phillip ashley farm
phillip gray farm,2071 highway 9,vina,al,35593,34.412186,-88.052811,chicken,NA,NA,phillip gray farm
phillip orrell/advantage farm,33182 matthewstown rd,easton,md,21601,38.8275967475492,-75.9201939079227,chicken,44000,NA,phillip orrelladvantage farm
phillip roberson,1673 county road 23,mount hope,al,35651-9770,34.44148,-87.52551,chicken,NA,NA,phillip roberson
phillip woodham,2601 county road 2,columbia,al,36319,31.32242,-85.18739,chicken,NA,NA,phillip woodham
phillips poultry farm,ne of hartford;n 103;left on cr 44;houses on left,hartford,al,NA,31.145556,-85.610556,chicken,NA,NA,phillips poultry farm
pickens farm,1547 bonner farm road,centre,al,35481,33.425,-87.966389,chicken,NA,NA,pickens farm
pickett place poultry,caraway road,louisville,al,36048,31.797778,-85.513889,chicken,NA,NA,pickett place poultry
pigeon hill farm,9078 orchard rd,spring grove,pa,NA,39.88219,-76.91642,chicken,NA,NA,pigeon hill farm
pilgrim's pride complex canton,654 univeter rd,canton,ga,NA,34.19676,-84.50095,chicken,NA,NA,pilgrims pride complex canton
pilgrim's pride corp dequeen (nashville) feed mill,200 e shepherd st,nashville,ar,NA,33.945421,-93.84488,chicken,NA,NA,pilgrims pride corp dequeen nashville feed mill
pilgrim's pride corp hope feed mill,hwy 29 s,hope,ar,NA,33.631944,-93.592729,chicken,NA,NA,pilgrims pride corp hope feed mill
piney grove farm,travis wise road,samson,al,36477,31.176667,-86.046389,chicken,NA,NA,piney grove farm
pinnacle farms,1327 highway 239,clayton,al,36016,31.90322,-85.5633,chicken,NA,NA,pinnacle farms
plantation acres,949 hwy e,rocky comfort,mo,64861,36.673088148,-94.212724515,chicken,192000,1536,plantation acres
plow farms,7715 highway 52,spruce pine,al,35585,34.424988,-87.816026,chicken,NA,NA,plow farms
pocket change farm,2161 county road 114,heflin,al,36264,33.645775,-85.494777,chicken,NA,NA,pocket change farm
ponder poultry,nances creek road south of piedmont,jacksonville,al,NA,33.854444,-85.671944,chicken,NA,NA,ponder poultry
pondera colony - holding pond project,300 pondera colony road,valier,mt,NA,48.23824,-112.42259,chicken,NA,NA,pondera colony  holding pond project
ponderosa llc,11213 lamonte road,la monte,mo,65337,38.783895318,-93.477751717,chicken,198000,1584,ponderosa llc
poole poultry inc,6686 co rd 29,piedmont,al,NA,34.029167,-85.491389,chicken,NA,NA,poole poultry inc
porter farm,94040 hwy 9,lineville,al,36266,33.3694,-85.70583,chicken,NA,NA,porter farm
"possum hill farms, inc.",27700 possum hill rd,federalsburg,md,21632,38.7768668621317,-75.7428826826193,chicken,165000,NA,possum hill farms inc
potter farms,16028 hwy 68,crossville,al,NA,34.281389,-86.018611,chicken,NA,NA,potter farms
potters ford farms llc,3278 potters ford rd.,florence,mo,65329,38.639107162,-92.958335979,chicken,192000,1536,potters ford farms llc
prescott farm,305 county highway 128,winfield,al,35594,34.007705,-87.675251,chicken,NA,NA,prescott farm
preston r. smith/r & d farms,35158 mt hermon rd,pittsville,md,21850,38.3293996,-75.39391,chicken,54000,NA,preston r smithr  d farms
price counts jr. farm,4055 sixth street,tuscumbia,al,NA,34.728879,-87.58895,chicken,NA,NA,price counts jr farm
prickett poultry farm inc,1020 old sulphur springs rd,jacksonville,al,NA,33.84451,-85.86337,chicken,NA,NA,prickett poultry farm inc
proposed poultry barns for ray l. weaver,1175 thompson avenue,"north annville, township of",pa,NA,40.34524,-76.51581,chicken,NA,NA,proposed poultry barns for ray l weaver
providence poultry farm,31682 providence rd,smithton,mo,65350,38.736968926,-93.098617819,chicken,144000,1152,providence poultry farm
purchase poultry pride,28537 hwy 127,green ridge,mo,65332,38.669735766,-93.418688659,chicken,144000,1152,purchase poultry pride
quyen nguyen/lam farm,12425 tingle lane,bishopville,md,21813,38.4247031,-75.1556645,chicken,145000,NA,quyen nguyenlam farm
quynh and jacklyn ngo/modern farmi-le,12828 murray rd,whaleyville,md,21872,38.4328086,-75.2499308,chicken,208600,NA,quynh and jacklyn ngomodern farmile
r & f farms,1475 county road 39,mount hope,al,35651,34.47293,-87.47414,chicken,NA,NA,r  f farms
r & l poultry farm,7065 chalk mine road,hackleburg,al,35564,34.22927,-87.8048,chicken,NA,NA,r  l poultry farm
r & r farms,7996 highway 172,hackleburg,al,35564,34.275,-87.809167,chicken,NA,NA,r  r farms
r & r farms,highway 172,hackleburg,al,35564,34.2725,-87.81,chicken,NA,NA,r  r farms
r & r farms,3914 couty road 61,spruce pine,al,35585,34.450278,-87.767222,chicken,NA,NA,r  r farms
r & s farm operations llc/roaster farm,13527 morris rd,bishopville,md,21813,38.4465641,-75.2643608,chicken,109200,NA,r  s farm operations llcroaster farm
r & s farm operations llc/swamp farm,13124 blueberry rd,whaleyville,md,21872,38.4435249,-75.2849311,chicken,100000,NA,r  s farm operations llcswamp farm
r & s poultry,1492 county road 239,centre,al,35960,34.16337,-85.558652,chicken,NA,NA,r  s poultry
r & s poultry farm,23682 mills road,andalusia,al,NA,31.3004,-86.31186,chicken,NA,NA,r  s poultry farm
r. g. & kelley williamson,rt 4,cassville,mo,NA,36.641389,-93.819167,chicken,NA,NA,r g  kelley williamson
r. michael richardson/cherry lane farm,3931 laurel grove rd,federalsburg,md,21632,38.717219299999996,-75.802967,chicken,62000,NA,r michael richardsoncherry lane farm
rains poultry farm,1348 county road 155,centre,al,35960,34.147144,-85.544924,chicken,NA,NA,rains poultry farm
ralph evans,county road 88,gordo,al,35466,33.372222,-87.868611,chicken,NA,NA,ralph evans
"ralph junkin, jr. farm",rhumba road,gordo,al,NA,33.440833,-87.871944,chicken,NA,NA,ralph junkin jr farm
rambo farm,33625 rush rd,cole camp,mo,65078,38.399440062,-93.076672963,chicken,144000,1152,rambo farm
rammer jammer farms,4871 co rd 739,ider,al,35981,34.717222,-85.599167,chicken,NA,NA,rammer jammer farms
"ramsay family farm, inc.",31541 rehobeth rd,westover,md,21871,38.054167,-75.661908,chicken,127500,NA,ramsay family farm inc
randal c. hambrick (new construction),26059 goldsboro road,goldsboro,md,21636,39.0369428,-75.7972386,chicken,216000,NA,randal c hambrick new construction
randy bui/guardian angel and bui pham (new construction),6424 friendship road,pittsville,md,21850,38.3637852,-75.3799084,chicken,283000,NA,randy buiguardian angel and bui pham new construction
randy bynum farms,210 geiger road,boaz,al,35957,34.158834,-86.293708,chicken,NA,NA,randy bynum farms
randy collins/home farm,26229 williamsburg rd,federalsburg,md,21632,38.6840083,-75.7960731,chicken,63000,NA,randy collinshome farm
randy collins/mother hen farm,6424 palmers mills rd,hurlock,md,21632,38.6360697,-75.8201,chicken,51000,NA,randy collinsmother hen farm
randy cooper,11520 rt. cc,rocky comfort,mo,64861,36.726555134,-94.208883975,chicken,192000,1536,randy cooper
randy farm/me and my chickens farm (expansion),8052 ironshire station rd,berlin,md,21811,38.315727,-75.296632,chicken,245300,NA,randy farmme and my chickens farm expansion
randy holland farm,155 nursery road,red bay,al,35593,34.420278,-88.0425,chicken,NA,NA,randy holland farm
randy lowe,randy lowe farm 588 walsh st,mckenzie,al,NA,31.546209,-86.72383,chicken,NA,NA,randy lowe
randy patey/cobbs hill farms inc.,35710 cobbs hill rd,willards,md,21874,38.4209797508498,-75.375114266583,chicken,104000,NA,randy pateycobbs hill farms inc
randy rittman,21878 highway ff,knob noster,mo,65336,38.769239343,-93.483875504,chicken,156000,1248,randy rittman
randy smith,562 huggins road,mckenzie,al,36456,31.532918,-86.710236,chicken,NA,NA,randy smith
randy wooden farm,761 county road 430,fyffe,al,35971,34.44631,-85.96723,chicken,NA,NA,randy wooden farm
randy wright,randy wright 19555 hwy71,flat rock,al,NA,34.749167,-85.729444,chicken,NA,NA,randy wright
rantz william purcell/rwp farm,10012 arden station rd,princess anne,md,21853,38.1534828,-75.673109,chicken,120000,NA,rantz william purcellrwp farm
raper farms,3012 county highway 165,hackleburg,al,35564,34.245081,-87.838138,chicken,NA,NA,raper farms
ray a. lewis/lewis farm,6787 powellville rd,willards,md,21874,38.3755776931638,-75.3598881295207,chicken,63000,NA,ray a lewislewis farm
ray a. lewis/ray's chicks,32516 downing rd,delmar,md,21875,38.4318475,-75.4841237,chicken,43200,NA,ray a lewisrays chicks
ray goodson farm,ray goodson,troy,al,NA,31.675278,-85.868889,chicken,NA,NA,ray goodson farm
ray hitson farm,784 edgewood dr,georgiana,al,NA,31.63324,-86.75499,chicken,NA,NA,ray hitson farm
ray vest farm,193 isley road,hartselle,al,35640,34.4125,-87.034722,chicken,NA,NA,ray vest farm
raymond aaron jr.,5519 town point rd,cambridge,md,21613,38.5690683,-76.1418645,chicken,57000,NA,raymond aaron jr
red comb farm,1797 county road 28,ranburne,al,36273,33.51792,-85.31867,chicken,NA,NA,red comb farm
red field/t&m farm,1373 state lake road,lineville,al,36266,33.37944,-85.76631,chicken,NA,NA,red fieldtm farm
red hill eggs llc,10927 cooper rd,nashville,nc,27856,36.1164,-77.9444,chicken,202000,NA,red hill eggs llc
red valley farm,4175 county road 458,fort payne,al,35968,34.406281,-85.835101,chicken,NA,NA,red valley farm
reece farm inc.,2006 al hwy 73,bryant,al,35958,34.885469,-85.609999,chicken,NA,NA,reece farm inc
reece poultry,1195 co rd 174,piedmont,al,NA,33.998056,-85.501111,chicken,NA,NA,reece poultry
reeder farms,42 church street,ariton,al,36311,31.598998,-85.718268,chicken,NA,NA,reeder farms
reid farm,299 king gap mountain road,piedmont,al,36272,33.8467,-85.65909,chicken,NA,NA,reid farm
reid farms,138 reid road,fort deposit,al,36032,31.971389,-86.538889,chicken,NA,NA,reid farms
reuben henderson farms,7116 state hwy hh,purdy,mo,65734,36.783260767,-93.948827027,chicken,195000,1560,reuben henderson farms
rex d. granberry,5563 county rd 55,columbia,al,36319,31.34726,-85.22922,chicken,NA,NA,rex d granberry
rhoades farms,3292 e hwy 27,ozark,al,36360,31.416328,-85.561689,chicken,NA,NA,rhoades farms
rhonda donaway,8135 donaway rd,whaleyville,md,21872,38.4099667650602,-75.2932822083292,chicken,94600,NA,rhonda donaway
"rich levels grain, inc.",33960 sassafras caldwell rd,galena,md,21635,39.3770437,-75.780823,chicken,191667,NA,rich levels grain inc
richard & karen widgeon,8916 cedar lane rd,berlin,md,21811,38.3182852,-75.2625961,chicken,85000,NA,richard  karen widgeon
richard e. blevins/twin oak farm,1128 snow hill rd,stockton,md,21864,38.0428308463736,-75.4105209543905,chicken,124500,NA,richard e blevinstwin oak farm
richard h. janvier,12805 kibler rd,greensboro,md,21639,38.9568998,-75.7633217,chicken,75000,NA,richard h janvier
richard holladay,8126 county road 17,hayneville,al,36040,32.252778,-86.754167,chicken,NA,NA,richard holladay
richards farm,175 county rd 183,dawson,al,NA,34.34193,-85.92937,chicken,NA,NA,richards farm
richardson farms,bobby and carolyn,gaylesville,al,NA,34.411195,-85.510305,chicken,NA,NA,richardson farms
rickey huffstutler poultry farm,385 fred armstrong road,cleveland,al,35049,33.959167,-86.649444,chicken,NA,NA,rickey huffstutler poultry farm
ricky g. thrash farm,725 county road 897,rainsville,al,35986,34.52523,-85.8005,chicken,NA,NA,ricky g thrash farm
ricky holland jen ric farm,346 hall rd,pocomoke city,md,21851,38.06602,-75.55181,chicken,50000,NA,ricky holland jen ric farm
ricky jeffcoat,305 jeffcoat road,rutledge,al,36071,31.753868,-86.400557,chicken,NA,NA,ricky jeffcoat
ricky scott holland/railroad farm,2315 tulls corner road,pocomoke city,md,21851,38.0156688823558,-75.5494417217103,chicken,108000,NA,ricky scott hollandrailroad farm
ricky t. holland/colona farm,1434 colona road,pocomoke city,md,21851,38.0078394289888,-75.5833757575092,chicken,92000,NA,ricky t hollandcolona farm
ridge runner farms,197 county rd. 313,ider,al,35958,34.729162,-85.652483,chicken,NA,NA,ridge runner farms
rimrock colony,1220 rim road,sunburst,mt,NA,48.926,-112.09,chicken,NA,NA,rimrock colony
risky business ranch,20777 fr 2120,aurora,mo,65605,36.752775974,-93.696944467,chicken,150000,1200,risky business ranch
riverbend farm,2211 county road 688,holly pond,al,35083,34.1211,-86.60961,chicken,NA,NA,riverbend farm
riverview colony - feedlot,1145 dugout coulee rd,chester,mt,NA,48.212111,-110.994806,chicken,NA,NA,riverview colony  feedlot
"robert a. jester, jr./jester farm",6050 dion rd,federalsburg,md,21632,38.7702612,-75.7583301,chicken,120000,NA,robert a jester jrjester farm
robert edwin love/bobby love farm,27164 iron gate rd,federalsburg,md,21632,38.7991763,-75.7627099,chicken,54000,NA,robert edwin lovebobby love farm
robert graves/bobby graves farm,26731 siloam rd,salisbury,md,21801,38.3217782,-75.6886969,chicken,110000,NA,robert gravesbobby graves farm
robert l brubaker camp road farm,2205 camp road,manheim,pa,NA,40.21871,-76.47028,chicken,NA,NA,robert l brubaker camp road farm
robert l. brubaker jr,2871 north colebrook rd,manheim,pa,NA,40.19923,-76.49272,chicken,NA,NA,robert l brubaker jr
robert l. dunn farms,143 county road 6654,banks,al,36005,31.851389,-85.740278,chicken,NA,NA,robert l dunn farms
robert maggerise,2207 hwy 38 russellville,russellville,al,NA,34.415212,-87.597891,chicken,NA,NA,robert maggerise
robert nichols,8450 highway 97 south,letohatchee,al,36047,32.106667,-86.459167,chicken,NA,NA,robert nichols
robert parmer,510 greenmoore road,greenville,al,NA,31.677373,-86.633102,chicken,NA,NA,robert parmer
"robert s. hurley, jr./john rue farm",3437 beaver neck rd,cambridge,md,21613,38.5385499,-75.988709,chicken,41000,NA,robert s hurley jrjohn rue farm
robert stone,4164 county road 3,reform,al,NA,33.44374,-87.97049,chicken,NA,NA,robert stone
robert w. mccormick/sandy brae farm,3209 peters corner rd,marydel,md,21649,39.1503766,-75.7761994,chicken,90000,NA,robert w mccormicksandy brae farm
roberts poultry inc.,1145 highway 129,fayette,al,35555,33.76008,-87.79073,chicken,NA,NA,roberts poultry inc
robinson farm,3050 county highway 167,hackleburg,al,35564,34.26898,-87.902952,chicken,NA,NA,robinson farm
rock bottom farm,highland road,lineville,al,36266,33.325278,-85.792778,chicken,NA,NA,rock bottom farm
rock creek agri corp,2612 county road 50,collinsville,al,35961,34.414921,-85.873666,chicken,NA,NA,rock creek agri corp
rock house farms,30778 county road 49,fruithurst,al,36262,33.84367,-85.46619,chicken,NA,NA,rock house farms
rock mills farm,2435 county road 17,roanoke,al,36274,33.18946,-85.27107,chicken,NA,NA,rock mills farm
rock n maple farm-cafo,261 taggart rd,bronson,mi,NA,41.87449,-85.27231,chicken,NA,NA,rock n maple farmcafo
"rock springs farm, inc.",2522 nixon chapel road,albertville,al,35950,34.24663,-86.3135,chicken,NA,NA,rock springs farm inc
"rock springs farm, llc",285 feather road,blountsville,al,35031,34.158925,-86.546658,chicken,NA,NA,rock springs farm llc
rocking h farms,10516 lamonte road,knob noster,mo,NA,38.76748,-93.551641,chicken,NA,NA,rocking h farms
rod rutherford farm,287 county road 117,town creek,al,35672-7125,34.49744,-87.392236,chicken,NA,NA,rod rutherford farm
rodney clark farm,1725 county road 473,kinston,al,36453,31.213536,-86.146797,chicken,NA,NA,rodney clark farm
rodney w. lewis/r & r poultry farm,4970 frazier neck road,preston,md,21655,38.7450353,-75.981791,chicken,216000,NA,rodney w lewisr  r poultry farm
roger schnake,12770 lawrence 1050,stotts city,mo,65756,37.093886971,-93.964782182,chicken,175000,1400,roger schnake
rogers farms inc,hc2,zalma,mo,63787,37.115159175,-90.178090936,chicken,160000,1280,rogers farms inc
